path,classification,reason,recommended_action,archive_target,execution_status
reports/optuna_medical_optimization_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/acmg_feature_mapping.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/advanced_threshold_comparison.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/all_evaluation_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/baseline_results.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/calibration_comparison.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/calibration_decision_matrix.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/class_distribution_by_dataset.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/correlation_matrix_top_features.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/dataset_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/error_analysis.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/error_analysis_key_features.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/experiment_comparison.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/feature_group_ablation_results.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/feature_importance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/feature_importance_top30.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/fold_threshold_stability.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/main_model_cv_results.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/missingness_by_feature_group.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/missingness_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/model_comparison_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/model_diagnosis_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/model_zoo_fold_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/model_zoo_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/optuna_before_after_comparison.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/optuna_medical_best_params.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/optuna_medical_candidate_fold_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/optuna_medical_candidate_overfitting_gaps.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/optuna_medical_trials.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/overfitting_gap_analysis.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/overlap_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/panel_generalization_results.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/panel_specific_error_analysis.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/panel_unique_bootstrap_ci.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/phase10_before_after_comparison.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/threshold_optimization.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/threshold_results.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/tables/validation_split_diagnostics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/test_evaluation/tables/test_schema_audit.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/test_evaluation/test_data_discovery.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
