dataset,column,missing_count,missing_rate
CFTR,AL_265,41,0.36936936936936937
CFTR,AL_266,41,0.36936936936936937
CFTR,AL_267,41,0.36936936936936937
CFTR,AL_268,41,0.36936936936936937
CFTR,AL_269,41,0.36936936936936937
CFTR,AL_270,41,0.36936936936936937
CFTR,AL_271,41,0.36936936936936937
CFTR,AL_272,41,0.36936936936936937
CFTR,AL_273,41,0.36936936936936937
CFTR,AL_274,41,0.36936936936936937
CFTR,AL_275,41,0.36936936936936937
CFTR,AL_276,41,0.36936936936936937
CFTR,AL_277,41,0.36936936936936937
CFTR,AL_278,41,0.36936936936936937
CFTR,AL_279,41,0.36936936936936937
CFTR,AL_280,41,0.36936936936936937
CFTR,AL_281,41,0.36936936936936937
CFTR,AL_282,41,0.36936936936936937
CFTR,AL_283,41,0.36936936936936937
CFTR,AL_284,41,0.36936936936936937
CFTR,AL_285,41,0.36936936936936937
CFTR,AL_286,42,0.3783783783783784
CFTR,AL_287,42,0.3783783783783784
CFTR,AL_288,42,0.3783783783783784
CFTR,AL_289,42,0.3783783783783784
CFTR,AL_290,41,0.36936936936936937
CFTR,AL_291,41,0.36936936936936937
CFTR,AL_292,41,0.36936936936936937
CFTR,AL_293,41,0.36936936936936937
CFTR,AL_294,41,0.36936936936936937
CFTR,AL_295,15,0.13513513513513514
CFTR,AL_296,15,0.13513513513513514
CFTR,AL_297,15,0.13513513513513514
CFTR,AL_298,15,0.13513513513513514
CFTR,AL_299,15,0.13513513513513514
CFTR,AL_300,15,0.13513513513513514
CFTR,AL_301,15,0.13513513513513514
CFTR,AL_302,15,0.13513513513513514
CFTR,AL_303,15,0.13513513513513514
CFTR,AL_304,15,0.13513513513513514
CFTR,AL_305,15,0.13513513513513514
CFTR,AL_306,15,0.13513513513513514
CFTR,AL_307,15,0.13513513513513514
CFTR,AL_308,15,0.13513513513513514
CFTR,AL_309,15,0.13513513513513514
CFTR,AL_310,15,0.13513513513513514
CFTR,AL_311,15,0.13513513513513514
CFTR,AL_312,15,0.13513513513513514
CFTR,AL_313,15,0.13513513513513514
CFTR,AL_314,15,0.13513513513513514
CFTR,AL_315,15,0.13513513513513514
CFTR,AL_316,15,0.13513513513513514
CFTR,AL_317,15,0.13513513513513514
CFTR,AL_318,15,0.13513513513513514
CFTR,AL_319,15,0.13513513513513514
CFTR,AL_320,15,0.13513513513513514
CFTR,AL_321,15,0.13513513513513514
CFTR,AL_322,15,0.13513513513513514
CFTR,AL_323,15,0.13513513513513514
CFTR,AL_324,15,0.13513513513513514
CFTR,AL_325,15,0.13513513513513514
CFTR,AL_326,15,0.13513513513513514
CFTR,AL_327,15,0.13513513513513514
CFTR,AL_328,15,0.13513513513513514
CFTR,AL_329,15,0.13513513513513514
CFTR,AL_330,15,0.13513513513513514
CFTR,AL_331,15,0.13513513513513514
CFTR,AL_332,15,0.13513513513513514
CFTR,AL_333,15,0.13513513513513514
CFTR,AL_334,15,0.13513513513513514
CFTR,EK_4,0,0.0
CFTR,EK_5,0,0.0
CFTR,EK_6,0,0.0
CFTR,EK_7,0,0.0
CFTR,EK_8,0,0.0
CFTR,EK_9,0,0.0
CFTR,AA_1,0,0.0
CFTR,AA_2,0,0.0
CFTR,Label,0,0.0
